ebay_isbn,link,E price,A price,amazon_isbn,amazon_link,offer_type
9780471248880,https://www.ebay.com/itm/144649528265?epid=618200&hash=item21adc8a3c9%3Ag%3AOfEAAOSwF6df%7EsH8&amdata=enc%3AAQAIAAAA4FYmatFxyccApfdqWImMfBwZyqAhvDzvL3jWamUXmeLMnMMO8MID44zAETmB8JE9yv4e%2B6yEW8V7%2FGgY7FxcrVkvtK%2FuLSqrZTDXZjVGJGSV0Vq%2FrFQHNBvRqvNDFjeUXXAc%2BLIsDv9eEbjyu7xVwlGYDK4mIJgH3ovQuiyBg0sAwqGeS%2B5MyOIpinHKRdzzoNukBmINWSN1aWm9eVi5eDsn%2F1fE1O49%2FOrVd7g%2FjJwi2zXAII09lFdaFNnItQ48RInomnwoS5G%2FPXI0wYrnRHQK1h%2Bh80v4asnfrUypfN9W%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,5.14,Price Failed,,https://amazon.com/Book-Investing-Wisdom-Writings-Stock-Pickers/dp/0471294543/ref=sr_1_1?keywords=9780471294542&qid=1694925602&sr=8-1,N/A
9780072339161,https://www.ebay.com/itm/155571984083?hash=item2438d016d3%3Ag%3AMvgAAOSwqdlf%7Ebyc&amdata=enc%3AAQAIAAAAwLioHWNPxALihlafWm7UGMrtSJWbGtBM0qW1MBD8hGH39mbAoRox6osHJrQHb6y5SIEDLOphjkTvjcXP%2F3o7VsaC44CZf4XsNfzoyWl%2Fe3rRrXH2uFvjanE7BhBJR36bVUWjW1JJ%2BBn4YeGA42gzdjg2V689XtuTA6fR0a30S7Mkx4GaSntps7vXhtyRxPOCjARDe%2BsKi6%2FP7gdI7FbW71QFkS%2FkSxzMWa74cKoOB0lmNvkhluRbPk0DDXme7lTMKw%3D%3D%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,7.21,Price Failed,,https://amazon.com/Investments-Zvi-Bodie/dp/0072339160/ref=sr_1_1?keywords=0072339160&qid=1694925625&sr=8-1,N/A
9780072339161,https://www.ebay.com/itm/155571984083?hash=item2438d016d3%3Ag%3AMvgAAOSwqdlf%7Ebyc&amdata=enc%3AAQAIAAAAwLioHWNPxALihlafWm7UGMrtSJWbGtBM0qW1MBD8hGH39mbAoRox6osHJrQHb6y5SIEDLOphjkTvjcXP%2F3o7VsaC44CZf4XsNfzoyWl%2Fe3rRrXH2uFvjanE7BhBJR36bVUWjW1JJ%2BBn4YeGA42gzdjg2V689XtuTA6fR0a30S7Mkx4GaSntps7vXhtyRxPOCjARDe%2BsKi6%2FP7gdI7FbW71QFkS%2FkSxzMWa74cKoOB0lmNvkhluRbPk0DDXme7lTMKw%3D%3D%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,7.21,Price Failed,,https://amazon.com/Investments-Zvi-Bodie/dp/0072339160/ref=sr_1_1?keywords=0072339160&qid=1694925625&sr=8-1,N/A
9780072339161,https://www.ebay.com/itm/155571984083?hash=item2438d016d3%3Ag%3AMvgAAOSwqdlf%7Ebyc&amdata=enc%3AAQAIAAAAwLioHWNPxALihlafWm7UGMrtSJWbGtBM0qW1MBD8hGH39mbAoRox6osHJrQHb6y5SIEDLOphjkTvjcXP%2F3o7VsaC44CZf4XsNfzoyWl%2Fe3rRrXH2uFvjanE7BhBJR36bVUWjW1JJ%2BBn4YeGA42gzdjg2V689XtuTA6fR0a30S7Mkx4GaSntps7vXhtyRxPOCjARDe%2BsKi6%2FP7gdI7FbW71QFkS%2FkSxzMWa74cKoOB0lmNvkhluRbPk0DDXme7lTMKw%3D%3D%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,7.21,Price Failed,,https://amazon.com/Liars-Poker-Rising-Through-Wreckage/dp/0393027503/ref=sr_1_1?keywords=0393027503&qid=1694925642&sr=8-1,N/A
9780072339161,https://www.ebay.com/itm/155571984083?hash=item2438d016d3%3Ag%3AMvgAAOSwqdlf%7Ebyc&amdata=enc%3AAQAIAAAAwLioHWNPxALihlafWm7UGMrtSJWbGtBM0qW1MBD8hGH39mbAoRox6osHJrQHb6y5SIEDLOphjkTvjcXP%2F3o7VsaC44CZf4XsNfzoyWl%2Fe3rRrXH2uFvjanE7BhBJR36bVUWjW1JJ%2BBn4YeGA42gzdjg2V689XtuTA6fR0a30S7Mkx4GaSntps7vXhtyRxPOCjARDe%2BsKi6%2FP7gdI7FbW71QFkS%2FkSxzMWa74cKoOB0lmNvkhluRbPk0DDXme7lTMKw%3D%3D%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,7.21,Price Failed,,https://amazon.com/Liars-Poker-Rising-Through-Wreckage/dp/0393027503/ref=sr_1_1?keywords=0393027503&qid=1694925642&sr=8-1,N/A
9780375714023,https://www.ebay.com/itm/195262431208?epid=2467898&hash=item2d768c3fe8%3Ag%3AIHYAAOSwGtFf%7EgQ3&amdata=enc%3AAQAIAAAA4CXlPdW9nmWtAcryd27um824BTHvH%2FeVBxC%2BWIL9Mx2VEpfD0A79iYuw04Bw%2FFNJ%2BZNkZSQLbG4Kfwhfv9TVG7pL%2FgMR%2BXGV%2BjK%2BxOtfmXVv6oRrma4qZTpfOKjc%2F3nVvGMCbxzEe7fsd9eTTVi5dtv6wvYDD0XVuxxcJHxPkJObII62OFzeHQ1k2TXadtc2FrH6QAT9IJTObK58eDoO0Pl3%2BGjp5oJa1dUsz0P8kUtaadz3BSSZqc2fjXxeixJ%2Bk%2F4fXGaaTJnJCUEqX9P9zhu%2BlmVc9QLtSdrlU9Cd0za9%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,4.13,Price Failed,,https://amazon.com/Take-Street-Fight-Financial-Future/dp/0375714022/ref=sr_1_1?keywords=0375714022&qid=1694925666&sr=8-1,N/A
9780375714023,https://www.ebay.com/itm/195262431208?epid=2467898&hash=item2d768c3fe8%3Ag%3AIHYAAOSwGtFf%7EgQ3&amdata=enc%3AAQAIAAAA4CXlPdW9nmWtAcryd27um824BTHvH%2FeVBxC%2BWIL9Mx2VEpfD0A79iYuw04Bw%2FFNJ%2BZNkZSQLbG4Kfwhfv9TVG7pL%2FgMR%2BXGV%2BjK%2BxOtfmXVv6oRrma4qZTpfOKjc%2F3nVvGMCbxzEe7fsd9eTTVi5dtv6wvYDD0XVuxxcJHxPkJObII62OFzeHQ1k2TXadtc2FrH6QAT9IJTObK58eDoO0Pl3%2BGjp5oJa1dUsz0P8kUtaadz3BSSZqc2fjXxeixJ%2Bk%2F4fXGaaTJnJCUEqX9P9zhu%2BlmVc9QLtSdrlU9Cd0za9%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,4.13,Price Failed,,https://amazon.com/Take-Street-Fight-Financial-Future/dp/0375714022/ref=sr_1_1?keywords=0375714022&qid=1694925666&sr=8-1,N/A
9780375714023,https://www.ebay.com/itm/195262431208?epid=2467898&hash=item2d768c3fe8%3Ag%3AIHYAAOSwGtFf%7EgQ3&amdata=enc%3AAQAIAAAA4CXlPdW9nmWtAcryd27um824BTHvH%2FeVBxC%2BWIL9Mx2VEpfD0A79iYuw04Bw%2FFNJ%2BZNkZSQLbG4Kfwhfv9TVG7pL%2FgMR%2BXGV%2BjK%2BxOtfmXVv6oRrma4qZTpfOKjc%2F3nVvGMCbxzEe7fsd9eTTVi5dtv6wvYDD0XVuxxcJHxPkJObII62OFzeHQ1k2TXadtc2FrH6QAT9IJTObK58eDoO0Pl3%2BGjp5oJa1dUsz0P8kUtaadz3BSSZqc2fjXxeixJ%2Bk%2F4fXGaaTJnJCUEqX9P9zhu%2BlmVc9QLtSdrlU9Cd0za9%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,4.13,Price Failed,,https://amazon.com/Revolution-Will-Not-Funded-Non-Profit/dp/0896087662/ref=sr_1_1?keywords=0896087662&qid=1694925686&sr=8-1,N/A
9780375714023,https://www.ebay.com/itm/195262431208?epid=2467898&hash=item2d768c3fe8%3Ag%3AIHYAAOSwGtFf%7EgQ3&amdata=enc%3AAQAIAAAA4CXlPdW9nmWtAcryd27um824BTHvH%2FeVBxC%2BWIL9Mx2VEpfD0A79iYuw04Bw%2FFNJ%2BZNkZSQLbG4Kfwhfv9TVG7pL%2FgMR%2BXGV%2BjK%2BxOtfmXVv6oRrma4qZTpfOKjc%2F3nVvGMCbxzEe7fsd9eTTVi5dtv6wvYDD0XVuxxcJHxPkJObII62OFzeHQ1k2TXadtc2FrH6QAT9IJTObK58eDoO0Pl3%2BGjp5oJa1dUsz0P8kUtaadz3BSSZqc2fjXxeixJ%2Bk%2F4fXGaaTJnJCUEqX9P9zhu%2BlmVc9QLtSdrlU9Cd0za9%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,4.13,Price Failed,,https://amazon.com/Revolution-Will-Not-Funded-Non-Profit/dp/0896087662/ref=sr_1_1?keywords=0896087662&qid=1694925686&sr=8-1,N/A
9780071747059,https://www.ebay.com/itm/304805714777?epid=108959763&hash=item46f7d61b59%3Ag%3ARnoAAOSwT-Rj7AXG&amdata=enc%3AAQAIAAAAwBNhHRRi5%2FTiF%2Bxg8Ut965oPAIVQ15BnM1kZsEy%2Br97b8A93QmHYaOkr4afieB1EyfnaZH%2B3cqZeH6gNu2MQuABfKif%2F91bKRoNRjfUrpCw9vllnbVJseUSog11qFaVzA5IYik5MzQJhU4SaTxDgUjXeh5fZJch2xbAOvENkY5BrWz4ltol17ac16a86Py0dr4cWM5IQiR6%2B9x4aFyGMGKLIeVWwu0EIJ1x6zL3t9%2B6zV1QMYtk0fK8yiqGTBc9GPA%3D%3D%7Ctkp%3ABk9SR6LD9JbUYg&LH_BIN=1,11.76,Price Failed,,https://amazon.com/Four-Pillars-Investing-Building-Portfolio/dp/0071747052/ref=sr_1_1?keywords=0071747052&qid=1694925709&sr=8-1,N/A
